Product Name,SKU,Price,Description,Image URL,Link
"Lagavulin 12 Year Old ""Special Release"" 2024 Limited Edition Single Malt Scotch Whisky",1785481,$169.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1785481&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=142
2022 Domaine Francois Carillon Chassagne-Montrachet,1757842,$109.99,"90-93 points Jasper Morris: ""Two plots in Les Voillenots, with 35 and 50 year old vines. Medium depth of fresh yellow in colour. The bouquet comes across as refined after the explosive Mâcon. Mostly about the fruit, just a little biscuit, and certainly adequate tension. This works very well, and has impressive length. François notes the good water supply here. This will be one to look out for. Drink from 2026-2030. "" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757842&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=143
"Weihenstephaner ""Fest Bier"" Lager, Germany (500ml bottle)",1637232,$4.49,"A full rich bodied, hoppy, seasonal lager. Especially brewed for the Festbier season. This beer truly represents the Bavarian way of celebrating. Deep gold color, great mouth-feel and lots of flavor. Prost!",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1637232&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=144
"2023 Louis Claude Desvignes Morgon ""Côte du Py""",1748583,$39.99,"94-96 points Vinous: ""The 2023 Morgon Côte du Py, matured in concrete eggs, has one of the finest bouquets from the Domaine with crystalline red fruit and wonderful mineralité. I could have nosed this all day! The palate is immaculate with fine tannins, clean and precise, surfeited with tension. A vivid, tensile finish begs you to take another sip. Potentially one of the finest Côte du Py I have tasted, it exudes effortless class.(NM)"" (04/2024)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1748583&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=145
"2022 Domaine Jean-Marc Burgaud ""Côte du Py"" Morgon",1746496,$34.99,"97 points Decanter: ""Named for James Bond, this is the top cuvée from Burgaud. The aromas are spicy with hints of liquorice and anise (but not barrel spice), and there is a ripe, dark mulberry fruit that leads into a muscular, tannic wine that is nevertheless more precise and defined than most wines of the region. The wine is a barrel selection from the lieu-dit Javernières at the top of the slope. Burgaud notes that Louis-Claude Desvignes was the first to highlight this lieu-dit, part of the larger Côte du Py climat that delivers a particularly mineral ...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1746496&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=146
"2000 La Conseillante, Pomerol",1006603,$249.99,"97 points Jeb Dunnuck: ""The 2000 La Conseillante is brilliant (this was tasted from magnum) and while mature, is still youthful and vibrant. Deep ruby/purple colored and loaded with notions of currants, plums, chocolate, Asian spice, and incense, it offers full-bodied richness, fine tannin, and a silky, elegant, yet concentrated style on the palate."" (02/2018)   97 points James Suckling: ""This is showing aromas of graphite, bitter chocolate, paprika and dried herbs. Turns to iodine, iron and chocolate. It’s firm and polished, with compact tannins. Shows ...",https://cdn.klwines.com/images/skus/1006603m.jpg,https://www.klwines.com/p/i?i=1006603&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=147
"2022 Domaine François Carillon Puligny-Montrachet 1er Cru ""Les Folatières""",1757844,$199.99,"92-95 points Jasper Morris: ""A clear bright mid primrose yellow. The bouquet suggests a balanced generosity and indeed Folatières is fuller on the palate, delivering a touch more than Champ Gain, but also refines beautifully at the back of the palate. This is a classy Folatières that is happy to put itself forward for reasonably early drinking. Drink from 2028-2034. "" (01/2024)   90-93 points Burghound: ""Note: from a .5 ha parcel of old vines in Peux Bois and Ez Folatières. Smoky aromas of mineral reduction, citrus confit, white peach and a hint of passi...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757844&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=148
"2021 Domaine de Galuval ""La Vallee"" Cairanne Blanc",1723613,$26.99,"92 points James Suckling: ""Smoky nose with preserved lemon and toasted baguette notes. A generous, medium- to full-bodied palate, where the alcohol gives it a bit of warmth but the oak gives it good structure in the bold finish. A cuvee of 45% roussanne, 45% grenache blanc and 10% clairette that is barrel fermented in oak and acacia.  (SP)"" (05/2023)   K&L Notes: Residing between the two Cru appellations of Cairanne and Rasteau, Domaine Galuval was established in 1923 by the Marchal family and was an early estate that bottled its own wines, rare in that ...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1723613&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=149
"2022 Domaine Anne Parent Pommard 1er Cru ""Les Chaponnieres""",1759487,$139.99,"97 points Decanter: ""Characteristic of her 2022s, pure luscious black fruit is apparent, supplemented by an alluring floral component. The tannins are sturdier yet still supple, and unobtrusive. There’s an uncommon elegance here. Dare I say, a charming Pommard. Les Chaponnières sits on the Volnay side, but near the village of Pommard itself, tucked in between Les Croix Noires and Les Rugiens. A portion of Parent’s vines were planted in 1929.(MA)"" (11/2023)   91-93 points Vinous: ""The 2022 Pommard Les Chaponnières 1er Cru contains 30% whole bunches and wa...",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1759487&searchId=37990646-4951-4978-a558-1939d6db68c6&searchServiceName=klwines-prod-productsearch&searchRank=150
"Russian River Brewing Co. ""Shadow of a Doubt"" Imperial Porter, California (500ml) *NO SHIPPING/TRANSFERS OUTSIDE BAY AREA*",1397217,$5.99,"Named after the great Hitchcock movie filmed in Santa Rosa in 1943. This Imperial Porter packs a rich chocolate and light smoked malt character with a very soft, dry finish. DUE TO RUSSIAN RIVER BREWING COMPANY'S HIGH STANDARDS AND COMMITMENT TO KEEPING THEIR BEER FRESH, K&L CANNOT SHIP OR TRANSFER RRBC BEERS OUTSIDE OF THE SAN FRANCISCO BAY AREA. THIS INCLUDES ALL DELIVERY OR WILL CALL ORDERS TO SOUTHERN CALIFORNIA OR OUT OF STATE.",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1397217&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=151
"There Does Not Exist ""Memory Machine"" WC IPA, California (16oz can)",1612576,$4.49,,https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1612576&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=152
"Russian River Brewing Co. ""Hop Growers Tribute Series: CLS Farms"" American IPA, California (500ml) *NO SHIPPING OUTSIDE SF BAY AREA*",1698052,$5.99,"DUE TO RUSSIAN RIVER BREWING COMPANY'S HIGH STANDARDS AND COMMITMENT TO KEEPING THEIR BEER FRESH, K&L CANNOT SHIP OR TRANSFER RRBC BEERS OUTSIDE OF THE SAN FRANCISCO BAY AREA. THIS INCLUDES ALL DELIVERY OR WILL CALL ORDERS TO SOUTHERN CALIFORNIA OR OUT OF STATE. Orders outside the bay area will be cancelled.",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1698052&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=153
"2022 Elio Grasso ""Vigna Martina"" Barbera d'Alba",1786130,$34.99,"The Elio Grasso ""Vigna Martina"" Barbera d'Alba is a remarkable single-vineyard Barbera from one of Piedmont’s most esteemed producers, Elio Grasso. Known primarily for its world-class Barolos, the Grasso estate also produces standout examples of Barbera, and the Vigna Martina is a testament to their commitment to quality across all wines.

Sourced from the Vigna Martina vineyard, located in the heart of the Langhe hills, this Barbera benefits from the same meticulous vineyard management that Grasso applies to its Nebbiolo vines. The wine showcases the vi...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1786130&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=154
"2023 Domaine Paul Pernot Puligny-Montrachet 1er Cru ""Clos de la Garenne""",1757281,$99.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757281&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=155
"2023 Domaine Paul Pernot Puligny-Montrachet 1er Cru ""Champ Canet""",1757278,$99.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757278&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=156
"2023 Domaine Paul Pernot Puligny-Montrachet 1er Cru ""Les Folatières""",1757279,$99.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757279&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=157
"2023 Domaine Paul Pernot Puligny-Montrachet 1er Cru ""Les Chalumaux""",1757280,$99.99,,https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757280&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=158
"Trillium Brewing Company ""DDH Summer Street"" NE IPA, Massachusetts (16 oz Can)",1750350,$7.99,,https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1750350&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=159
"2022 Domaine Francois Carillon Puligny-Montrachet ""Les Enseignieres""",1757855,$149.99,"95 points Decanter: ""The surprising concentration of this village-level Puligny shares a bit of the density of the grand crus—the terroir is just across the road from BIenvenues-Bâtard-Montrachet. The 2022 boasts aromas that range from lemon peel to ripe William pears with floral notes and an accent of exotic spice. The texture is rich but balanced by freshness, giving the wine elegance and a dynamic edge — Carillon farms 0.70 hectares in four parcels. The grapes are affected by millerandage and provide tiny, concentrated berries and make a wine that wil...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757855&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=160
2022 Domaine Geantet-Pansiot Gevrey Chambertin Vieilles Vignes,1748608,$89.99,"90-92 points Burghound: ""Note: from a wide mix of Brochon vines planted between 1922 and 1961 that average 60+ years of age. Here too there is enough wood to notice on the array of poached plum, black cherry and forest floor aromas. The very suave, indeed almost plush, medium weight flavors exhibit outstanding power and drive on the rustic, robust and compact finale. This is a classic Gevrey villages that delivers first-rate quality. Recommended.*Burghound Top Value!*"" (01/2024)",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1748608&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=161
"Rare Character ""Limited Edition"" Cask Strength Straight Bourbon Whiskey (750ml)",1787576,$89.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1787576&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=162
"2021 Guarachi ""Meadowrock Vineyard"" Atlas Peak Cabernet Sauvignon",1781348,$109.95,"97 points Wine Enthusiast: ""This huge but soft-spoken wine is massive in concentration and tannin structure yet comes off subtle and brooding at first. The nose is deep in black cherries, blueberries and dark chocolate before plump, satisfying black-fruit flavors coat the palate, embraced by waves of fine-grained tannins. *Cellar Selection*"" (04/2024)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1781348&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=163
2020 Cave de la Côte Chasselas Romand Switzerland,1650234,$22.99,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1650234&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=164
"1996 Beaulieu Vineyards ""Clone 6, Signet Collection"" Rutherford Cabernet Sauvignon",301480,$89.99,"94 points Wine Spectator: ""Deliciously elegant, rich, vibrant and complex, with deep, sharply focused, ripe plum, black cherry, blackberry, spice and light cedary oak shadings. (JL)"" (11/1999)   Wine Advocate: ""The 1996 Cabernet Sauvignon Clone 6 requires additional bottle age. Notes of earth, sausage, new oak, and cassis emerge from the tight, but promising aromatics. The wine is firm, tannic, and medium to full-bodied, with excellent, possibly outstanding richness, and a restrained, backward style. "" (12/2000)",https://cdn.klwines.com/images/skus/301480m.jpg,https://www.klwines.com/p/i?i=301480&searchId=44dfb7be-2a11-48e9-8a28-f4c8ae50c63d&searchServiceName=klwines-prod-productsearch&searchRank=165
